Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1756,Data Anlytics Corse,,4373.0,$199.32,16.0,5.0,,$1150,2024-11-02,Hyderbad,desktop,data anaytics training
A1757,DataAnalyticsCourse,,,$234.85,11.0,8.0,,$1398,2024-11-04,hyderabad,Desktop,data anaytics training
A1758,Data Analytcis Course,103.0,3547.0,$232.35,11.0,8.0,0.078,$1663,26-11-2024,Hyderbad,TABLET,learn data analytics
A1759,Data Analytics Corse,148.0,3128.0,$197.02,27.0,9.0,0.061,$1214,2024/11/12,hyderabad,tablet,data anaytics training
A1760,Data Anlytics Corse,151.0,5201.0,$198.56,15.0,10.0,0.066,$1716,2024/11/05,hydrebad,tablet,data anaytics training
A1761,Data Analytcis Course,148.0,5510.0,$210.42,27.0,4.0,0.048,$1352,2024-11-06,hydrebad,MOBILE,learn data analytics
A1762,Data Anlytics Corse,103.0,5628.0,$195.6,24.0,8.0,0.034,$1065,2024-11-09,HYDERABAD,MOBILE,analytics for data
A1763,Data Analytcis Course,115.0,5445.0,$183.55,21.0,7.0,0.059,$1721,2024-11-07,HYDERABAD,TABLET,data analytics course
A1764,Data Analytics Corse,160.0,5936.0,$239.87,29.0,4.0,,$1320,2024/11/24,hyderabad,mobile,analytics for data
A1765,DataAnalyticsCourse,166.0,5808.0,$194.79,14.0,8.0,0.048,$1799,2024/11/14,HYDERABAD,TABLET,data anaytics training
A1766,Data Analytcis Course,187.0,3282.0,$234.91,10.0,7.0,0.041,$1525,29-11-2024,Hyderbad,MOBILE,online data analytic
A1767,DataAnalyticsCourse,172.0,3334.0,$243.12,30.0,9.0,0.052,,2024-11-08,hydrebad,Mobile,online data analytic
A1768,DataAnalyticsCourse,172.0,5546.0,$241.81,24.0,10.0,0.058,$1681,2024-11-03,hyderabad,Desktop,learn data analytics
A1769,Data Analytcis Course,187.0,5734.0,$187.44,10.0,8.0,0.043,$1183,23-11-2024,HYDERABAD,tablet,analytics for data
A1770,Data Analytics Corse,196.0,4964.0,$249.47,26.0,9.0,0.046,$1996,2024-11-19,HYDERABAD,Mobile,learn data analytics
A1771,Data Analytcis Course,131.0,4774.0,$240.53,24.0,7.0,0.053,,09-11-2024,Hyderbad,TABLET,data anaytics training
A1772,Data Analytics Corse,103.0,5244.0,$205.9,22.0,7.0,0.032,$1954,2024-11-16,hyderabad,Mobile,analytics for data
A1773,Data Analytcis Course,114.0,3064.0,$196.01,23.0,6.0,0.053,$1348,30-11-2024,hydrebad,mobile,learn data analytics
A1774,Data Anlytics Corse,116.0,3265.0,$199.21,24.0,10.0,0.086,$1006,21-11-2024,Hyderbad,MOBILE,learn data analytics
A1775,Data Anlytics Corse,164.0,5351.0,$217.9,10.0,9.0,0.055,$1431,2024/11/12,hydrebad,TABLET,online data analytic
A1776,Data Analytics Corse,160.0,5830.0,,15.0,10.0,0.062,$1270,26-11-2024,hyderabad,MOBILE,online data analytic
A1777,Data Anlytics Corse,112.0,4808.0,$221.57,17.0,7.0,0.062,$1186,2024/11/25,hyderabad,Desktop,data analitics online
A1778,DataAnalyticsCourse,87.0,5506.0,$188.77,11.0,5.0,,$1774,2024-11-22,hydrebad,MOBILE,learn data analytics
A1779,Data Analytcis Course,,4798.0,$198.45,20.0,10.0,,$1937,2024-11-14,Hyderbad,MOBILE,data anaytics training
A1780,Data Anlytics Corse,139.0,5763.0,$214.49,15.0,5.0,0.045,$1781,2024-11-01,Hyderbad,DESKTOP,data analitics online
A1781,Data Analytcis Course,193.0,3271.0,$187.76,30.0,9.0,0.053,$1209,2024-11-13,HYDERABAD,Tablet,online data analytic
A1782,DataAnalyticsCourse,151.0,4402.0,$248.65,21.0,4.0,,$1722,19-11-2024,Hyderbad,desktop,data analitics online
A1783,Data Analytics Corse,90.0,4281.0,$216.36,24.0,4.0,,$1768,2024/11/04,hyderabad,Mobile,learn data analytics
A1784,DataAnalyticsCourse,169.0,4480.0,,11.0,10.0,0.059,$1769,2024/11/28,Hyderbad,TABLET,online data analytic
A1785,DataAnalyticsCourse,197.0,4373.0,$218.3,18.0,9.0,0.059,$1988,2024-11-14,hydrebad,Desktop,learn data analytics
A1786,Data Analytics Corse,132.0,,$219.44,17.0,3.0,0.055,$1949,2024/11/24,HYDERABAD,Desktop,learn data analytics
A1787,DataAnalyticsCourse,96.0,5503.0,$243.51,11.0,6.0,0.062,$1687,2024-11-02,hydrebad,Desktop,data analitics online
A1788,DataAnalyticsCourse,160.0,4154.0,$230.16,15.0,6.0,,$1667,2024/11/16,Hyderbad,MOBILE,online data analytic
A1789,Data Anlytics Corse,162.0,5161.0,$240.72,16.0,7.0,,$1649,2024-11-15,hyderabad,TABLET,learn data analytics
A1790,Data Anlytics Corse,171.0,5517.0,$233.86,23.0,5.0,0.029,$1349,24-11-2024,hyderabad,tablet,data analytics course
A1791,Data Analytics Corse,110.0,4161.0,$204.28,16.0,10.0,,$1447,2024-11-14,Hyderbad,mobile,data analitics online
A1792,Data Analytics Corse,103.0,5332.0,$243.72,16.0,3.0,0.029,$1882,2024-11-28,hyderabad,desktop,online data analytic
A1793,Data Analytcis Course,167.0,3620.0,$243.81,24.0,8.0,0.053,$1001,2024/11/05,HYDERABAD,Desktop,data analytics course
A1794,DataAnalyticsCourse,132.0,4117.0,$239.04,28.0,3.0,0.023,$1761,2024-11-07,Hyderbad,mobile,analytics for data
A1795,Data Anlytics Corse,145.0,5400.0,$219.89,29.0,3.0,,$1152,20-11-2024,Hyderbad,TABLET,data analytics course
A1796,Data Analytcis Course,140.0,5220.0,$183.39,25.0,8.0,0.057,$1918,11-11-2024,hydrebad,Desktop,learn data analytics
A1797,Data Anlytics Corse,122.0,,$217.66,25.0,10.0,0.053,$1799,2024/11/26,Hyderbad,TABLET,data analitics online
A1798,Data Analytcis Course,87.0,4081.0,$180.63,20.0,4.0,0.046,$1665,2024/11/08,HYDERABAD,Tablet,data analitics online
A1799,DataAnalyticsCourse,141.0,4239.0,$199.82,15.0,5.0,0.035,$1639,2024/11/27,Hyderbad,MOBILE,data anaytics training
A1800,DataAnalyticsCourse,157.0,3367.0,$248.9,,8.0,0.051,$1470,30-11-2024,hydrebad,tablet,data anaytics training
A1801,Data Analytcis Course,95.0,5721.0,$208.53,16.0,6.0,0.063,$1863,2024/11/05,HYDERABAD,Mobile,data analytics course
A1802,Data Analytics Corse,160.0,5166.0,$210.21,20.0,7.0,0.044,$1850,2024/11/21,Hyderbad,Desktop,data analytics course
A1803,Data Anlytics Corse,133.0,5430.0,$217.34,16.0,6.0,0.045,$1199,2024/11/14,HYDERABAD,MOBILE,data analitics online
A1804,Data Analytcis Course,154.0,3452.0,$215.61,21.0,7.0,0.058,$1631,2024/11/02,hydrebad,mobile,analytics for data
A1805,Data Analytcis Course,188.0,,$220.11,13.0,4.0,0.021,$1262,29-11-2024,hydrebad,TABLET,data analitics online
A1806,Data Anlytics Corse,186.0,5073.0,$233.58,15.0,4.0,,$1965,2024-11-04,Hyderbad,tablet,online data analytic
A1807,Data Analytcis Course,101.0,5757.0,$249.33,25.0,9.0,0.035,$1129,2024/11/01,hyderabad,mobile,learn data analytics
A1808,DataAnalyticsCourse,150.0,3323.0,$227.55,14.0,4.0,0.027,$1931,2024-11-18,Hyderbad,MOBILE,data analytics course
A1809,Data Anlytics Corse,127.0,5417.0,$229.06,26.0,8.0,0.063,$1086,2024/11/21,hydrebad,TABLET,learn data analytics
A1810,Data Analytcis Course,117.0,5445.0,$213.9,10.0,5.0,0.043,$1804,19-11-2024,hyderabad,desktop,data analytics course
A1811,Data Anlytics Corse,152.0,5173.0,$230.47,15.0,5.0,0.036,$1779,2024/11/26,hydrebad,Desktop,learn data analytics
A1812,DataAnalyticsCourse,87.0,3643.0,$220.76,27.0,7.0,,$1393,2024/11/03,hyderabad,desktop,data analitics online
A1813,Data Anlytics Corse,181.0,3863.0,$180.12,17.0,7.0,0.035,$1892,2024-11-28,Hyderbad,DESKTOP,data analytics course
A1814,Data Analytics Corse,147.0,3661.0,$191.67,17.0,4.0,0.027,,24-11-2024,Hyderbad,desktop,online data analytic
A1815,Data Analytcis Course,173.0,5463.0,$232.38,17.0,5.0,0.029,$1568,2024-11-26,hyderabad,Desktop,analytics for data
A1816,Data Analytics Corse,123.0,3459.0,$211.88,21.0,4.0,0.033,$1223,24-11-2024,HYDERABAD,tablet,learn data analytics
A1817,Data Analytics Corse,162.0,3906.0,$237.24,13.0,5.0,0.033,$1062,2024/11/10,hydrebad,desktop,data anaytics training
A1818,Data Analytcis Course,135.0,4645.0,$182.94,12.0,,,$1927,2024-11-30,hydrebad,Desktop,online data analytic
A1819,DataAnalyticsCourse,169.0,3317.0,$232.35,29.0,3.0,0.049,$1988,2024-11-24,hyderabad,Mobile,data anaytics training
A1820,Data Analytcis Course,120.0,3235.0,$220.67,11.0,4.0,,$1890,2024-11-17,HYDERABAD,mobile,learn data analytics
A1821,Data Analytcis Course,,4823.0,$234.73,30.0,5.0,,$1361,25-11-2024,hyderabad,Mobile,data anaytics training
A1822,Data Anlytics Corse,167.0,4403.0,$189.36,25.0,4.0,0.03,$1572,06-11-2024,hyderabad,desktop,learn data analytics
A1823,DataAnalyticsCourse,101.0,3530.0,$184.83,22.0,5.0,,$1802,13-11-2024,hyderabad,Mobile,learn data analytics
A1824,Data Analytcis Course,129.0,4679.0,$239.21,19.0,3.0,0.023,$1215,2024/11/04,hydrebad,Mobile,data analitics online
A1825,DataAnalyticsCourse,153.0,5396.0,$233.79,13.0,8.0,,$1571,01-11-2024,hydrebad,mobile,data anaytics training
A1826,Data Analytcis Course,,3976.0,$248.65,16.0,4.0,,$1160,15-11-2024,hyderabad,Mobile,data anaytics training
A1827,Data Analytics Corse,108.0,5545.0,$209.82,11.0,8.0,0.074,$1491,2024/11/08,HYDERABAD,Mobile,analytics for data
A1828,Data Anlytics Corse,85.0,4772.0,$211.62,15.0,10.0,0.118,$1669,19-11-2024,Hyderbad,Mobile,learn data analytics
A1829,DataAnalyticsCourse,109.0,4941.0,$242.54,18.0,9.0,0.083,$1278,2024-11-11,Hyderbad,desktop,data anaytics training
A1830,Data Analytics Corse,119.0,4369.0,$216.29,16.0,4.0,,,2024/11/22,Hyderbad,tablet,learn data analytics
A1831,Data Analytics Corse,143.0,5526.0,$185.94,15.0,8.0,0.056,$1712,25-11-2024,hyderabad,desktop,analytics for data
A1832,Data Analytics Corse,161.0,5302.0,$184.29,13.0,8.0,0.036,$1703,30-11-2024,HYDERABAD,tablet,learn data analytics
A1833,DataAnalyticsCourse,146.0,4424.0,$196.88,20.0,3.0,0.021,$1757,30-11-2024,HYDERABAD,TABLET,online data analytic
A1834,Data Analytcis Course,82.0,5971.0,$235.52,14.0,8.0,0.098,$1568,06-11-2024,Hyderbad,MOBILE,learn data analytics
A1835,Data Analytcis Course,88.0,3733.0,$244.35,12.0,8.0,0.091,$1622,2024-11-27,HYDERABAD,Mobile,online data analytic
A1836,Data Analytcis Course,127.0,4403.0,$244.3,15.0,7.0,0.055,$1832,22-11-2024,hyderabad,Tablet,data analytics course
A1837,Data Analytics Corse,179.0,5118.0,$189.59,15.0,6.0,0.034,$1892,2024/11/28,HYDERABAD,TABLET,data analytics course
A1838,Data Anlytics Corse,199.0,4407.0,$240.05,21.0,9.0,0.045,$1054,13-11-2024,HYDERABAD,Desktop,data analitics online
A1839,DataAnalyticsCourse,191.0,3190.0,$211.1,10.0,7.0,0.037,,22-11-2024,hydrebad,tablet,learn data analytics
A1840,Data Analytcis Course,99.0,4880.0,$245.13,25.0,8.0,,$1236,2024/11/19,Hyderbad,TABLET,data analytics course
A1841,Data Anlytics Corse,122.0,5774.0,$224.4,23.0,10.0,,$1330,2024-11-14,hydrebad,MOBILE,learn data analytics
A1842,Data Analytics Corse,178.0,4103.0,$207.23,17.0,8.0,0.045,$1612,2024/11/15,Hyderbad,MOBILE,analytics for data
A1843,Data Analytcis Course,157.0,4414.0,$240.57,17.0,9.0,0.057,$1483,2024-11-27,HYDERABAD,Desktop,learn data analytics
A1844,Data Analytcis Course,199.0,5319.0,$216.7,25.0,9.0,0.045,,01-11-2024,Hyderbad,desktop,online data analytic
A1845,Data Anlytics Corse,192.0,3320.0,$208.09,17.0,3.0,0.016,$1169,18-11-2024,Hyderbad,Mobile,data anaytics training
A1846,DataAnalyticsCourse,144.0,4146.0,$246.1,18.0,10.0,0.069,$1074,15-11-2024,hyderabad,desktop,analytics for data
A1847,Data Anlytics Corse,147.0,4720.0,$227.6,23.0,8.0,,$1907,2024/11/05,Hyderbad,tablet,online data analytic
A1848,Data Anlytics Corse,121.0,3557.0,$237.03,16.0,7.0,,$1255,2024/11/25,hyderabad,MOBILE,data analitics online
A1849,Data Analytics Corse,193.0,5899.0,$227.24,12.0,9.0,0.042,$1832,02-11-2024,HYDERABAD,desktop,analytics for data
A1850,Data Analytcis Course,170.0,4968.0,$216.78,21.0,5.0,0.045,$1997,2024/11/24,HYDERABAD,Tablet,data analytics course
A1851,Data Analytics Corse,198.0,5934.0,$199.61,14.0,6.0,0.03,,13-11-2024,Hyderbad,TABLET,learn data analytics
A1852,Data Analytcis Course,133.0,4078.0,$189.42,21.0,6.0,0.045,$1969,21-11-2024,hyderabad,DESKTOP,data analitics online
A1853,DataAnalyticsCourse,82.0,4163.0,$208.08,30.0,8.0,0.098,$1297,2024-11-04,hyderabad,MOBILE,data analytics course
A1854,Data Analytics Corse,90.0,4330.0,$249.24,20.0,4.0,0.044,$1618,2024-11-15,HYDERABAD,tablet,data anaytics training
A1855,Data Anlytics Corse,122.0,5882.0,$189.76,25.0,7.0,0.057,$1357,2024-11-25,hydrebad,Tablet,analytics for data
A1856,DataAnalyticsCourse,105.0,5645.0,$218.24,17.0,6.0,,$1420,2024/11/02,HYDERABAD,Mobile,online data analytic
A1857,DataAnalyticsCourse,179.0,3848.0,$213.26,12.0,5.0,,$1807,2024/11/29,hyderabad,desktop,data analytics course
A1858,Data Analytcis Course,91.0,5609.0,$228.27,12.0,10.0,0.11,$1098,2024-11-11,hydrebad,desktop,analytics for data
A1859,Data Anlytics Corse,168.0,4390.0,$195.52,22.0,10.0,0.06,$1553,2024-11-04,hyderabad,DESKTOP,data analytics course
A1860,Data Anlytics Corse,162.0,4774.0,$210.8,20.0,7.0,0.043,$1387,2024/11/29,hydrebad,tablet,analytics for data
A1861,DataAnalyticsCourse,130.0,5787.0,$218.79,13.0,10.0,0.077,$1679,2024-11-09,hyderabad,MOBILE,online data analytic
A1862,Data Analytics Corse,97.0,5192.0,$184.79,13.0,10.0,,$1382,2024/11/05,hydrebad,mobile,learn data analytics
A1863,Data Analytics Corse,142.0,4223.0,$222.28,27.0,5.0,0.038,$1506,2024-11-07,HYDERABAD,desktop,learn data analytics
A1864,Data Analytcis Course,138.0,3146.0,$197.89,22.0,7.0,,,2024/11/08,hydrebad,DESKTOP,learn data analytics
A1865,Data Analytics Corse,186.0,3988.0,$237.69,15.0,5.0,0.027,$1603,2024-11-14,Hyderbad,TABLET,data analytics course
A1866,Data Analytics Corse,170.0,3437.0,$232.08,23.0,5.0,0.029,$1405,2024/11/29,hydrebad,mobile,learn data analytics
A1867,Data Analytics Corse,85.0,3718.0,$224.14,21.0,6.0,0.071,$1938,2024-11-04,hyderabad,Desktop,online data analytic
A1868,Data Analytics Corse,115.0,5343.0,$239.92,20.0,8.0,,$1381,2024-11-15,hydrebad,desktop,learn data analytics
A1869,Data Analytcis Course,167.0,5170.0,$241.21,24.0,4.0,0.038,$1515,21-11-2024,hydrebad,mobile,data analytics course
A1870,DataAnalyticsCourse,113.0,5916.0,$234.58,18.0,5.0,0.044,$1165,2024/11/12,hyderabad,MOBILE,data analytics course
A1871,Data Analytics Corse,175.0,4958.0,$245.96,22.0,10.0,,$1777,2024-11-21,Hyderbad,Mobile,online data analytic
A1872,DataAnalyticsCourse,112.0,5538.0,$225.66,22.0,4.0,0.041,,2024/11/22,HYDERABAD,desktop,online data analytic
A1873,Data Anlytics Corse,194.0,5309.0,$191.4,19.0,10.0,0.046,$1764,13-11-2024,Hyderbad,desktop,data anaytics training
A1874,Data Anlytics Corse,,4539.0,$244.4,18.0,6.0,,$1638,2024-11-28,HYDERABAD,Mobile,analytics for data
A1875,DataAnalyticsCourse,82.0,4622.0,$203.99,17.0,9.0,0.11,$1375,2024/11/12,hydrebad,Mobile,online data analytic
A1876,Data Analytics Corse,,3355.0,$193.57,26.0,9.0,,$1961,2024/11/11,hyderabad,MOBILE,learn data analytics
A1877,DataAnalyticsCourse,179.0,4992.0,$221.48,27.0,10.0,0.037,$1062,2024/11/06,HYDERABAD,TABLET,learn data analytics
A1878,Data Anlytics Corse,93.0,3015.0,$232.01,21.0,4.0,0.043,$1770,2024-11-26,hyderabad,Mobile,learn data analytics
A1879,Data Analytcis Course,152.0,4662.0,$249.13,24.0,7.0,0.046,$1951,11-11-2024,HYDERABAD,Desktop,online data analytic
A1880,Data Analytcis Course,81.0,3766.0,$213.12,27.0,7.0,0.086,$1183,27-11-2024,hyderabad,desktop,online data analytic
A1881,DataAnalyticsCourse,130.0,5774.0,$241.97,11.0,7.0,0.044,$1708,2024/11/20,hydrebad,Desktop,data analytics course
A1882,Data Analytcis Course,110.0,4542.0,$227.95,20.0,4.0,0.036,$1423,2024/11/11,Hyderbad,desktop,data anaytics training
A1883,Data Analytics Corse,122.0,5179.0,,11.0,4.0,0.033,$1507,2024-11-18,hyderabad,tablet,analytics for data
A1884,Data Analytcis Course,113.0,5265.0,$184.21,27.0,5.0,0.044,$1353,20-11-2024,Hyderbad,tablet,data analitics online
A1885,Data Anlytics Corse,140.0,5297.0,$223.9,28.0,6.0,0.043,$1630,2024-11-21,hyderabad,mobile,data analytics course
A1886,Data Analytics Corse,170.0,3347.0,$248.44,27.0,3.0,,$1719,2024/11/20,hyderabad,desktop,learn data analytics
A1887,Data Analytcis Course,176.0,5960.0,$245.33,19.0,8.0,0.045,$1761,2024/11/25,hydrebad,TABLET,analytics for data
A1888,Data Analytics Corse,,5143.0,$246.3,19.0,5.0,,$1346,05-11-2024,hyderabad,mobile,data anaytics training
A1889,Data Analytcis Course,195.0,5265.0,$242.0,10.0,4.0,0.054,$1699,2024/11/08,hyderabad,tablet,online data analytic
A1890,Data Anlytics Corse,162.0,4396.0,$183.96,18.0,4.0,0.043,$1054,2024/11/18,hyderabad,tablet,data analitics online
A1891,Data Analytics Corse,138.0,4381.0,$191.55,28.0,7.0,,$1756,2024-11-01,hydrebad,Tablet,data anaytics training
A1892,Data Anlytics Corse,177.0,3965.0,$225.82,15.0,4.0,0.023,$1530,22-11-2024,hydrebad,mobile,online data analytic
A1893,DataAnalyticsCourse,159.0,3366.0,$217.27,21.0,7.0,0.044,$1515,2024/11/17,HYDERABAD,TABLET,online data analytic
A1894,Data Anlytics Corse,111.0,4026.0,$229.01,13.0,3.0,,$1438,2024-11-01,hydrebad,Desktop,learn data analytics
A1895,DataAnalyticsCourse,184.0,5560.0,$189.14,14.0,6.0,,$1250,2024-11-17,HYDERABAD,tablet,data analitics online
A1896,Data Anlytics Corse,128.0,4500.0,$188.21,10.0,3.0,,$1087,2024-11-14,hydrebad,Desktop,online data analytic
A1897,Data Anlytics Corse,164.0,3851.0,$219.15,22.0,6.0,0.049,$1487,2024/11/09,hyderabad,MOBILE,learn data analytics
A1898,Data Analytcis Course,120.0,3464.0,$228.3,19.0,4.0,0.058,$1426,22-11-2024,hydrebad,TABLET,online data analytic
A1899,Data Anlytics Corse,89.0,3248.0,$239.42,10.0,4.0,,,2024/11/11,hydrebad,MOBILE,learn data analytics
A1900,Data Analytics Corse,91.0,3721.0,$231.45,24.0,6.0,0.06,,2024-11-14,hyderabad,tablet,online data analytic
A1901,DataAnalyticsCourse,143.0,4143.0,$191.68,20.0,5.0,0.035,$1460,2024-11-30,hydrebad,tablet,analytics for data
A1902,Data Anlytics Corse,176.0,5768.0,$238.94,14.0,8.0,0.045,$1016,2024/11/02,Hyderbad,TABLET,data analitics online
A1903,Data Analytics Corse,151.0,4408.0,$214.29,20.0,5.0,0.033,$1900,21-11-2024,hyderabad,Desktop,data analytics course
A1904,Data Analytcis Course,134.0,3623.0,$221.65,19.0,5.0,0.047,$1937,2024-11-24,hyderabad,Desktop,data analitics online
A1905,DataAnalyticsCourse,191.0,3057.0,$223.28,27.0,6.0,0.031,$1208,2024/11/03,Hyderbad,DESKTOP,data analitics online
A1906,Data Anlytics Corse,170.0,3144.0,,21.0,3.0,0.031,$1695,2024-11-05,hyderabad,desktop,data analitics online
A1907,Data Analytics Corse,112.0,3989.0,$228.74,10.0,8.0,,$1812,13-11-2024,hydrebad,MOBILE,analytics for data
A1908,Data Analytcis Course,169.0,3619.0,$246.66,28.0,3.0,0.018,$1354,2024-11-25,hydrebad,desktop,online data analytic
A1909,Data Anlytics Corse,172.0,4696.0,$242.17,26.0,3.0,0.017,$1719,2024-11-06,hydrebad,desktop,data analytics course
A1910,Data Analytcis Course,162.0,5684.0,$219.08,30.0,7.0,,$1295,2024/11/26,hydrebad,Desktop,data analytics course
A1911,Data Analytics Corse,183.0,4197.0,$243.19,29.0,8.0,,$1593,2024/11/09,HYDERABAD,mobile,data anaytics training
A1912,Data Anlytics Corse,108.0,5949.0,$184.25,23.0,8.0,0.074,$1986,2024/11/23,hyderabad,DESKTOP,data anaytics training
A1913,Data Analytics Corse,126.0,3784.0,,24.0,5.0,,$1951,28-11-2024,Hyderbad,MOBILE,analytics for data
A1914,Data Analytcis Course,174.0,3570.0,$222.65,25.0,3.0,0.017,,2024-11-19,hydrebad,tablet,learn data analytics
A1915,DataAnalyticsCourse,122.0,4632.0,$236.57,13.0,6.0,,$1001,2024-11-15,hyderabad,DESKTOP,data analytics course
A1916,Data Anlytics Corse,191.0,3457.0,$237.6,,10.0,0.052,,2024/11/05,HYDERABAD,Desktop,data analytics course
A1917,DataAnalyticsCourse,122.0,4525.0,$202.89,23.0,8.0,0.034,$1499,22-11-2024,hyderabad,TABLET,data anaytics training
A1918,DataAnalyticsCourse,175.0,4850.0,$186.25,28.0,10.0,0.057,$1978,2024/11/18,hyderabad,desktop,analytics for data
A1919,Data Anlytics Corse,123.0,4938.0,$180.64,24.0,9.0,0.073,$1746,21-11-2024,hydrebad,TABLET,data analytics course
A1920,Data Analytics Corse,135.0,5748.0,$239.22,20.0,7.0,0.051,$1222,2024/11/21,hydrebad,tablet,analytics for data
A1921,Data Analytcis Course,,4622.0,$187.85,24.0,5.0,,$1998,11-11-2024,Hyderbad,tablet,analytics for data
A1922,Data Analytcis Course,90.0,5596.0,$188.04,12.0,4.0,0.044,,2024/11/17,HYDERABAD,Mobile,online data analytic
A1923,Data Analytics Corse,,5308.0,$234.1,27.0,8.0,,$1150,2024/11/16,HYDERABAD,Tablet,analytics for data
A1924,Data Anlytics Corse,89.0,3069.0,$205.37,19.0,6.0,,$1518,2024/11/28,Hyderbad,desktop,data analitics online
A1925,Data Analytics Corse,,4221.0,$180.83,24.0,10.0,0.033,$1082,2024/11/13,hyderabad,tablet,learn data analytics
A1926,DataAnalyticsCourse,148.0,4514.0,$203.54,23.0,3.0,0.047,$1622,05-11-2024,hydrebad,desktop,data analitics online
A1927,DataAnalyticsCourse,96.0,3468.0,$228.41,16.0,9.0,0.094,$1035,04-11-2024,HYDERABAD,DESKTOP,learn data analytics
A1928,Data Analytcis Course,126.0,3613.0,$208.74,18.0,7.0,,$1106,2024-11-06,hyderabad,DESKTOP,learn data analytics
A1929,Data Anlytics Corse,115.0,3234.0,$227.77,30.0,3.0,0.026,$1272,13-11-2024,HYDERABAD,Tablet,learn data analytics
A1930,Data Analytics Corse,135.0,5436.0,$245.86,28.0,9.0,0.067,$1453,2024/11/03,Hyderbad,Desktop,data analitics online
A1931,Data Anlytics Corse,158.0,4519.0,$191.84,26.0,4.0,0.025,,2024-11-29,HYDERABAD,DESKTOP,data analitics online
A1932,DataAnalyticsCourse,80.0,3777.0,$199.52,12.0,7.0,,$1694,2024-11-22,hydrebad,Desktop,learn data analytics
A1933,Data Analytics Corse,190.0,3461.0,$205.22,28.0,10.0,,$1616,25-11-2024,hydrebad,mobile,online data analytic
A1934,Data Analytics Corse,135.0,4575.0,$241.92,10.0,5.0,,$1553,22-11-2024,hydrebad,DESKTOP,data analytics course
A1935,Data Analytics Corse,149.0,3471.0,$242.14,23.0,4.0,0.027,$1937,2024-11-19,hyderabad,Desktop,data anaytics training
A1936,Data Anlytics Corse,164.0,3115.0,$232.62,10.0,,,$1802,04-11-2024,hyderabad,Tablet,data analitics online
A1937,Data Analytics Corse,132.0,5428.0,$180.73,10.0,7.0,0.039,$1732,16-11-2024,hyderabad,DESKTOP,data analytics course
A1938,Data Analytcis Course,198.0,4499.0,$245.24,27.0,7.0,0.035,$1165,2024/11/01,hyderabad,tablet,online data analytic
A1939,Data Anlytics Corse,153.0,3285.0,$226.26,12.0,7.0,0.046,$1838,2024-11-21,Hyderbad,DESKTOP,online data analytic
A1940,DataAnalyticsCourse,142.0,3431.0,$235.09,19.0,,,$1334,2024-11-08,hydrebad,DESKTOP,data analitics online
A1941,Data Anlytics Corse,91.0,4600.0,$194.14,19.0,7.0,0.077,$1255,2024-11-19,hyderabad,mobile,data analitics online
A1942,Data Analytics Corse,154.0,4804.0,$190.98,21.0,3.0,0.019,$1521,23-11-2024,hyderabad,desktop,data anaytics training
